source,target,weight
Manoli Wetherell,Muir Island X-Men,10.0
Thor Odinson (Earth-8910),Amora (Earth-8910),10.0
Jonathan Storm (Earth-8910),Crown King (Earth-1193),10.0
Psycho-Man (Earth-8910),Matthew Murdock (Earth-8910),10.0
Karnak Mander-Azur (Earth-8910),Anthony Stark (Earth-8910),10.0
Ogre (Earth-1193),Taneleer Tivan (Earth-8910),10.0
Sentinels Mk VI,James Howlett (Earth-8720),10.0
James Howlett,Marie Cartier,10.0
Bentley Wittman (Earth-8910),Steven Rogers (Earth-8910),10.0
Wanda Maximoff (Earth-8910),Katherine Pryde,10.0
Peter Parker (Earth-8910),Janet Van Dyne (Earth-8910),10.0
Klaus Voorhees (Earth-8910),Rogue (Anna Marie) (Earth-8910),10.0
Thor Odinson (Earth-1193),Scott Summers (Earth-8910),10.0
Matthew Murdock (Earth-8910),Katherine Pryde,10.0
Klaus Voorhees (Earth-8910),Henry Pym (Earth-8910),10.0
Bruce Banner (Earth-8910),Katherine Pryde,10.0
Ororo Munroe,Red Queen,10.0
Julia Carpenter,Rogue (Anna Marie),10.0
Mar-Vell (Earth-8910),Medusalith Amaquelin (Earth-8910),10.0
Roberta (Earth-8910),Amora (Earth-8910),10.0
Charlie Grant,Opal Tanaka,10.0
S'lar,X-Men,10.0
Stephanie Hunter,Dane Whitman (Earth-8720),10.0
Sentinel L-1,Thomas Cassidy,10.0
New Mutants,N'Daré,10.0
Chris Claremont (Earth-8910),Namor McKenzie (Earth-8910),10.0
Skrull Prime,Stephanie Hunter,10.0
Ronan (Earth-8910),Pietro Maximoff (Earth-8910),10.0
Bentley Wittman (Earth-8910),Norrin Radd (Earth-8910),10.0
Hepzibah,Mari,10.0
Quentin Beck (Earth-8910),Emma Frost (Earth-8910),10.0
Rachel Summers (Earth-811),Wally Wuggens,10.0
Doctor Druid (Xartan),Thor (Xartan),10.0
Katherine Pryde (Earth-811),Loki Laufeyson (Earth-8910),10.0
Tammy Blake,Leech,10.0
Zheng Shang-Chi (Earth-8910),Roberta (Earth-8910),10.0
Illyana Rasputina (Earth-811),Rachel Summers (Earth-811),10.0
Queen Consort (Earth-1193),Loki Laufeyson (Earth-8910),10.0
Steven Rogers,Elaine Grey,10.0
Illyana Rasputina,Dupen'th,10.0
Steven Rogers (Earth-8910),Galan (Earth-8910),10.0
Psycho-Man (Earth-8910),George Tarleton (Earth-8910),10.0
Norman Osborn (Earth-8910),X-Men (Earth-8910),10.0
Karnak Mander-Azur (Earth-8910),Peter Parker (Earth-8910),10.0
Carl Maddicks,Secret Empire,10.0
Dane Whitman (Earth-1193),Dormammu (Earth-8910),10.0
Norman Osborn (Earth-8910),Rogue (Anna Marie) (Earth-8910),10.0
Ulysses Klaw (Earth-8910),Quentin Beck (Earth-8910),10.0
Adam Warlock (Earth-8910),Pietro Maximoff (Earth-8910),10.0
Henry Pym (Earth-8910),Pietro Maximoff (Earth-8910),10.0
Dane Whitman (Earth-1193),Alistaire Stuart,10.0
Zheng Shang-Chi (Earth-8910),Reed Richards (Earth-8910),10.0
Katherine Pryde (Earth-811),Fantastic Four (Earth-8910),10.0
Toko,Sebastian Shaw,10.0
Wanda Maximoff (Earth-8910),Zheng Shang-Chi (Earth-8910),10.0
Ulysses Klaw (Earth-8910),Roberta (Earth-8910),10.0
Vision (Earth-8910),Loki Laufeyson (Earth-8910),10.0
James Howlett,Colonel Hendershoot,10.0
Ariel (Coconut Grove),Henry McCoy,10.0
Metropolitan Police Service,N'astirh,10.0
Piotr Rasputin (Masque's Doppelganger),Jean Grey,10.0
Roberta (Earth-8910),Henry Pym (Earth-8910),10.0
Weird Happenings Organization,Christopher Summers,10.0
Karnak Mander-Azur (Earth-8910),Stephen Strange (Earth-8910),10.0
Jean Grey,Manacle (Deathbird),10.0
Karnak Mander-Azur (Earth-8910),Adam Warlock (Earth-8910),10.0
Jean Grey,Clan Askani (Earth-4935),10.0
Juliana Worthing,Morlocks,10.0
Queen Consort (Earth-1193),Victor von Doom (Earth-8910),10.0
Joyboy (Earth-TRN300),Ogre (Earth-1193),10.0
Alison Blaire,Perry White,10.0
Bliss (Morlock),Elizabeth Braddock,10.0
Lockheed (Earth-1289),Hepzibah,10.0
Kirk Marston,Nereel,10.0
Jonathan Storm (Earth-8910),Katherine Pryde (Earth-1193),10.0
Karnak Mander-Azur (Earth-8910),Pietro Maximoff (Earth-8910),10.0
Ogre (Earth-1193),Queen Mother (Earth-1193),10.0
Bullseye (Lester) (Earth-8910),Ororo Munroe (Earth-8910),10.0
Pietro Maximoff (Earth-8910),Norrin Radd (Earth-8910),10.0
Thor Odinson (Earth-8910),Nathaniel Richards (Kang) (Earth-8910),10.0
Hard-Drive,Avengers,10.0
Wanda Maximoff (Earth-8910),Dane Whitman (Earth-1193),10.0
Thor Odinson (Earth-8910),Norrin Radd (Earth-8910),10.0
Roberta (Earth-8910),George Tarleton (Earth-8910),10.0
Peter Parker (Earth-8910),Bentley Wittman (Earth-8910),10.0
Reed Richards (Earth-8910),Dane Whitman (Earth-1193),10.0
Katherine Pryde (Earth-1193),Nigel Frobisher (Earth-1193),10.0
Norman Osborn (Earth-8910),Bentley Wittman (Earth-8910),10.0
Damage Co-Ordination (Earth-8910),George Tarleton (Earth-8910),10.0
Thor Odinson (Earth-8910),Mar-Vell (Earth-8910),10.0
Uatu (Earth-8910),Lockheed,10.0
John Byrne (Earth-8910),Reed Richards (Earth-8910),10.0
Robert Drake (Earth-8910),Wanda Maximoff (Earth-8910),10.0
Illyana Rasputina (Earth-811),Max Eisenhardt,10.0
Patricia Tilby,Louis Hamilton,10.0
Wanda Maximoff (Earth-8910),Dormammu (Earth-8910),10.0
S'lar,Kurt Wagner,10.0
Henry Pym (Earth-8910),Uatu (Earth-8910),10.0
Scott Summers (Earth-8910),George Tarleton (Earth-8910),10.0
Alexander Summers (Earth-8910),Kurt Wagner,10.0
Karnak Mander-Azur (Earth-8910),Annihilus (Earth-8910),10.0
Wanda Maximoff (Earth-8910),Medusalith Amaquelin (Earth-8910),10.0
Ulysses Klaw (Earth-8910),Norrin Radd (Earth-8910),10.0
Gammenon,Spak,10.0
Jean Grey,Ariel (Coconut Grove),10.0
Clinton Barton (Earth-8910),Pietro Maximoff (Earth-8910),10.0
George Tarleton (Earth-8910),Katherine Pryde,10.0
Klaus Voorhees (Earth-8910),Richard Jones (Earth-8910),10.0
Stephen Strange (Earth-8910),Namor McKenzie (Earth-8910),10.0
Impossible Man (Earth-8910),Bentley Wittman (Earth-8910),10.0
Adam Warlock (Earth-8910),Vision (Earth-8910),10.0
Zheng Shang-Chi (Earth-8910),Anthony Stark (Earth-8910),10.0
Sea Spine,Scott Summers,10.0
Clan Askani (Earth-4935),Triton,10.0
Imperial Guard,Sikorsky,10.0
Crown King (Earth-1193),Steven Rogers (Earth-8910),10.0
Galan (Earth-8910),Damage Co-Ordination (Earth-8910),10.0
John Byrne,Michael Twoyoungmen,10.0
Robert Drake (Earth-8910),Adam Warlock (Earth-8910),10.0
Robert Drake (Earth-8910),John Byrne (Earth-8910),10.0
Taneleer Tivan (Earth-8910),Wanda Maximoff (Earth-8910),10.0
Adam Warlock (Earth-8910),Queen Consort (Earth-1193),10.0
Henry Pym (Earth-8910),Psycho-Man (Earth-8910),10.0
Cain Marko,James Madrox,10.0
Otto Octavius,Kurt Wagner,10.0
Harry Malone,Longshot (Masque's Doppelganger),10.0
Fantastic Four,Danielle Moonstar,10.0
Rachel Summers (Earth-811),Scott Summers (Earth-8910),10.0
Pietro Maximoff (Earth-8910),Amora (Earth-8910),10.0
Jack Power,Vanisher,10.0
Blackagar Boltagon (Earth-8910),Blastaar (Earth-8910),10.0
Victor von Doom (Earth-8910),Rachel Summers (Earth-811),10.0
Ronan (Earth-8910),Henry Pym (Earth-8910),10.0
Vision (Earth-8910),Blastaar (Earth-8910),10.0
Lila Cheney (Earth-8720),Amara Aquilla,10.0
Anthony Stark (Earth-8910),James Howlett (Earth-8910),10.0
United Nations,Illyana Rasputina,10.0
Alistaire Stuart,Norrin Radd (Earth-8910),10.0
Impossible Man (Earth-8910),James Howlett (Earth-8910),10.0
Crystalia Amaquelin,Triton,10.0
Roberta (Earth-8910),Queen Mother (Earth-1193),10.0
Bruce Banner (Earth-8910),Steven Rogers (Earth-8910),10.0
Scott Summers (Earth-8910),Thor Odinson (Earth-8910),10.0
Benjamin Grimm (Earth-8910),Bullseye (Lester) (Earth-8910),10.0
Samuel Guthrie (Earth-8720),Dane Whitman (Earth-8720),10.0
Hepzibah,Sebastian Shaw,10.0
Max Eisenhardt,Frederick Dukes (Earth-8720),10.0
Pietro Maximoff (Earth-8910),Stephen Strange (Earth-8910),10.0
Stephen Strange (Earth-8910),Thor Odinson (Earth-8910),10.0
Fantastic Four (Earth-8910),Namor McKenzie (Earth-8910),10.0
Galan (Earth-8910),Alexander Summers (Earth-8910),10.0
Vision (Earth-8910),Rogue (Anna Marie) (Earth-8910),10.0
Pietro Maximoff (Earth-8910),William (Earth-1193),10.0
Zheng Shang-Chi (Earth-8910),Psycho-Man (Earth-8910),10.0
Anthony Stark (Earth-8910),Ronan (Earth-8910),10.0
Norman Belmont,Robert Delgado,10.0
James Howlett,R'Klll,10.0
Bullseye (Lester) (Earth-8910),Annihilus (Earth-8910),10.0
Meggan Puceanu,Crown King (Earth-1193),10.0
Selene Gallio,Kodiak Noatak,10.0
Nigel Frobisher (Earth-1193),Medusalith Amaquelin (Earth-8910),10.0
Barbara McAllister,Danielle Moonstar,10.0
James Howlett (Masque's Doppelganger),Henry McCoy (Masque's Doppelganger),10.0
Kurt Wagner,Psycho-Man (Earth-8910),10.0
Weird Happenings Organization,Victor von Doom (Earth-8910),10.0
Dane Whitman (Earth-1193),Peter Parker (Earth-8910),10.0
Monica Rambeau (Earth-8720),Avengers (Earth-8720),10.0
Bonebreaker,Cylla Markham,10.0
Anthony Stark (Earth-8910),Alexander Summers (Earth-8910),10.0
Gunnhild,Juliana Worthing,10.0
Robert Drake (Earth-8910),Annihilus (Earth-8910),10.0
Project Armageddon,Sentinel A3,10.0
Katherine Pryde (Earth-1193),Janet Van Dyne (Earth-8910),10.0
Vision (Earth-8910),Janet Van Dyne (Earth-8910),10.0
Amphibius,Remy LeBeau,10.0
John Falsworth (Earth-8910),Cain Marko (Earth-8910),10.0
Azure,X-Factor,10.0
Ororo Munroe,Jennifer Stavros,10.0
Zheng Shang-Chi (Earth-8910),Dormammu (Earth-8910),10.0
Impossible Man (Earth-8910),Scott Summers (Earth-8910),10.0
Katherine Pryde,Bentley Wittman (Earth-8910),10.0
Jubilation Lee,Emmanuel Da Costa,10.0
Galan (Earth-8910),Wanda Maximoff (Earth-8910),10.0
Louis Joubert,Bliss (Morlock),10.0
Pietro Maximoff (Earth-8910),Katherine Pryde (Earth-1193),10.0
Pietro Maximoff (Earth-8910),Queen Consort (Earth-1193),10.0
Steven Rogers (Earth-8910),Owen Reece (Earth-8910),10.0
Lockheed (Earth-99476),Katherine Pryde (Earth-811),10.0
St. John Allerdyce,Edward Pasternak,10.0
Anthony Stark (Earth-811),Rogue Pack (Earth-811),10.0
Alexander Summers (Earth-8910),Alistaire Stuart,10.0
Anthony Stark (Earth-8910),Loki Laufeyson (Earth-8910),10.0
Thor Odinson (Earth-8910),Reed Richards (Earth-8910),10.0
Sons of Liberty (Earth-2122),Rogue (Anna Marie) (Earth-2122),10.0
Taneleer Tivan (Earth-8910),George Tarleton (Earth-8910),10.0
George Tarleton (Earth-8910),Scott Summers (Earth-8910),10.0
Wanda Maximoff (Earth-8910),Kurt Wagner,10.0
Brian Braddock,Dane Whitman (Earth-1193),10.0
Katherine Pryde (Earth-811),Norman Osborn (Earth-8910),10.0
Anthony Stark (Earth-8910),Rogue (Anna Marie) (Earth-8910),10.0
Matthew Murdock (Earth-8910),Damage Co-Ordination (Earth-8910),10.0
Owen Reece (Earth-8910),Rachel Summers (Earth-811),10.0
Galan (Earth-8910),Lockheed,10.0
Clark Kent,Peter Parker,10.0
Thor Odinson (Earth-8910),Victor von Doom (Earth-8910),10.0
Ronan (Earth-8910),Loki Laufeyson (Earth-8910),10.0
Clan Askani (Earth-4935),Henry McCoy,10.0
Wanda Maximoff (Earth-8910),Thor Odinson (Earth-1193),10.0
Dane Whitman (Earth-1193),Zheng Shang-Chi (Earth-8910),10.0
Vision (Earth-8910),Max Eisenhardt (Earth-8910),10.0
Harry Morrel,Tandy Bowen,10.0
Sean Cassidy,Katherine Pryde (Masque's Doppelganger),10.0
Robert Drake (Earth-8910),Henry Pym (Earth-8910),10.0
John Falsworth (Earth-8910),Alistaire Stuart,10.0
Victor von Doom (Earth-811),T'Challa (Earth-811),10.0
Koroviev,Azazello,10.0
Reed Richards (Earth-8720),Frederick Dukes (Earth-8720),10.0
Psycho-Man (Earth-8910),Damage Co-Ordination (Earth-8910),10.0
Nigel Frobisher (Earth-1193),Jennifer Walters (Earth-8910),10.0
Steven Rogers (Earth-8910),Psycho-Man (Earth-8910),10.0
George Tarleton (Earth-8910),Thor Odinson (Earth-1193),10.0
Anthony Stark (Earth-8910),Jonathan Storm (Earth-8910),10.0
Richard Jones (Earth-8910),Bullseye (Lester) (Earth-8910),10.0
Elaine Grey,M-Squad,10.0
Vision (Earth-8910),Impossible Man (Earth-8910),10.0
Loki Laufeyson (Earth-8910),Dane Whitman (Earth-1193),10.0
Brian Braddock,Stephen Strange (Earth-8910),10.0
Anthony Stark (Earth-8910),Susan Storm (Earth-8910),10.0
Richard Jones (Earth-8910),Quentin Beck (Earth-8910),10.0
Brian Braddock,Benjamin Grimm (Earth-8910),10.0
Yuriko Oyama,Alysande Stuart,10.0
Bentley Wittman (Earth-8910),Norman Osborn (Earth-8910),10.0
Brian Braddock,Ronan (Earth-8910),10.0
Mikhail Kutuzov,Jean Grey,10.0
Norman Osborn (Earth-8910),Lockheed,10.0
Clinton Barton (Earth-8910),Katherine Pryde (Earth-811),10.0
John Falsworth (Earth-8910),Emma Frost (Earth-8910),10.0
Bentley Wittman (Earth-8910),Susan Storm (Earth-8910),10.0
Ronan (Earth-8910),Karnak Mander-Azur (Earth-8910),10.0
Samuel Guthrie,Melody Guthrie,10.0
George Tarleton (Earth-8910),Benjamin Grimm (Earth-8910),10.0
Galan (Earth-8910),Ulysses Klaw (Earth-8910),10.0
Edwin Jarvis,Peter Corbeau,10.0
Crown King (Earth-1193),Fantastic Four (Earth-8910),10.0
Governor Seward,Scott Summer (Masque's Doppelganger),10.0
Billy Mao,Roberto Da Costa,10.0
Galan (Earth-8910),Advanced Idea Mechanics (Earth-8910),10.0
Lila Cheney,Nereel,10.0
Phee,Prosh,10.0
Queen Consort (Earth-1193),Richard Jones (Earth-8910),10.0
Modt,Titan,10.0
Loki Laufeyson (Earth-8910),Susan Storm (Earth-8910),10.0
Mar-Vell (Earth-8910),Crown King (Earth-1193),10.0
Victor von Doom (Earth-8910),Impossible Man (Earth-8910),10.0
Karnak Mander-Azur (Earth-8910),Wanda Maximoff (Earth-8910),10.0
Impossible Man (Earth-8910),Dormammu (Earth-8910),10.0
New Mutants,Gerhard van Ostamgen,10.0
Norman Osborn (Earth-8910),Katherine Pryde,10.0
Alexander Summers (Earth-8910),Thor Odinson (Earth-8910),10.0
Peter Parker (Earth-8910),Cain Marko (Earth-8910),10.0
Fran Morrow,Harry Palmer,10.0
Nigel Frobisher (Earth-1193),Weird Happenings Organization,10.0
Klaus Voorhees (Earth-8910),Stephen Strange (Earth-8910),10.0
John Byrne (Earth-8910),Blastaar (Earth-8910),10.0
Psycho-Man (Earth-8910),Annihilus (Earth-8910),10.0
United Nations,Madelyne Pryor,10.0
Excalibur,Max Eisenhardt (Earth-8910),10.0
Steven Rogers (Earth-8720),Stephanie Hunter,10.0
Vision (Earth-8910),Ronan (Earth-8910),10.0
Suzanne Gaffney,Tabitha Smith,10.0
Orphan-Maker (Peter),Alliance of Evil,10.0
Nigel Frobisher (Earth-1193),Ogre (Earth-1193),10.0
Zheng Shang-Chi (Earth-8910),Ogre (Earth-1193),10.0
Queen Consort (Earth-1193),Annihilus (Earth-8910),10.0
Wanda Maximoff (Earth-8910),Robert Drake (Earth-8910),10.0
Steven Rogers (Earth-8910),Crown King (Earth-1193),10.0
Muir Island X-Men,Lindsay McCabe,10.0
Zheng Shang-Chi (Earth-8910),Meggan Puceanu,10.0
Wanda Maximoff (Earth-8910),Karnak Mander-Azur (Earth-8910),10.0
Impossible Man (Earth-8910),William (Earth-1193),10.0
Victor von Doom (Earth-8910),Ogre (Earth-1193),10.0
Koroviev,New Mutants,10.0
Lockheed,Wanda Maximoff (Earth-8910),10.0
Christopher Summers (War Skrull),United Nations,10.0
Brian Braddock,Norrin Radd (Earth-8910),10.0
Barbara Morse (Earth-8720),Sentinels Mk VI,10.0
Bentley Wittman (Earth-8910),Ogre (Earth-1193),10.0
Bentley Wittman (Earth-8910),Taneleer Tivan (Earth-8910),10.0
Sam Mellon,Valerie Cooper,10.0
Marty Smith,Forge,10.0
Ogre (Earth-1193),Norrin Radd (Earth-8910),10.0
John Byrne (Earth-8910),Norrin Radd (Earth-8910),10.0
X-Men (Earth-8910),Thor Odinson (Earth-8910),10.0
X-Men,Sentinel A1,10.0
Shadowcompsognathus (Earth-99476),Cain Marko,10.0
Weird Happenings Organization,Bruce Banner (Earth-8910),10.0
Harriers,Tom Nakadai,10.0
Leech,Victor Creed,10.0
Sean Cassidy,Sentinel A3,10.0
Tomas Rodriguez,Sean Cassidy,10.0
Bentley Wittman (Earth-8910),Bruce Banner (Earth-8910),10.0
Victor von Doom (Earth-8910),Bullseye (Lester) (Earth-8910),10.0
Fantastic Four (Earth-8910),Dormammu (Earth-8910),10.0
Katherine Pryde (Earth-1193),Max Eisenhardt (Earth-8910),10.0
Medusalith Amaquelin (Earth-8910),Steven Rogers (Earth-8910),10.0
Alistaire Stuart,Pietro Maximoff (Earth-8910),10.0
John Byrne (Earth-8910),Weird Happenings Organization,10.0
Karnak Mander-Azur (Earth-8910),Jennifer Walters (Earth-8910),10.0
Katherine Pryde,Thor Odinson (Earth-8910),10.0
Bentley Wittman (Earth-8910),Amora (Earth-8910),10.0
Bentley Wittman (Earth-8910),Namor McKenzie (Earth-8910),10.0
Ronan (Earth-8910),Nigel Frobisher (Earth-1193),10.0
Sally Blevins,Julie Power,10.0
Kurt Wagner,Ulysses Klaw (Earth-8910),10.0
Zheng Shang-Chi (Earth-8910),Brian Braddock,10.0
Meggan Puceanu,Karnak Mander-Azur (Earth-8910),10.0
Stephen Strange (Earth-8910),Fantastic Four (Earth-8910),10.0
Impossible Man (Earth-8910),Henry Pym (Earth-8910),10.0
Warlock (Technarch),Peter Parker,10.0
Psycho-Man (Earth-8910),Zheng Shang-Chi (Earth-8910),10.0
Ororo Munroe (Earth-8591),Charles Xavier,10.0
Meggan Puceanu,Namor McKenzie (Earth-8910),10.0
Rachel Summers (Earth-811),Alexander Summers (Earth-8910),10.0
Karnak Mander-Azur (Earth-8910),Katherine Pryde (Earth-1193),10.0
Alistaire Stuart,Annihilus (Earth-8910),10.0
Victor von Doom (Earth-8910),James Howlett (Earth-8910),10.0
Bullseye (Lester) (Earth-8910),Crown King (Earth-1193),10.0
Klaus Voorhees (Earth-8910),Katherine Pryde (Earth-811),10.0
Namor McKenzie (Earth-8910),Gorgon Petragon (Earth-8910),10.0
Zheng Shang-Chi (Earth-8910),Robert Drake (Earth-8910),10.0
Healer (Morlock),Caliban,10.0
Queen Mother (Earth-1193),Benjamin Grimm (Earth-8910),10.0
Sapt,Avengers,10.0
Blackagar Boltagon (Earth-8910),Reed Richards (Earth-8910),10.0
Jessica Drew,Lilandra Neramani,10.0
Queen Mother (Earth-1193),Namor McKenzie (Earth-8910),10.0
Vision (Earth-8910),Benjamin Grimm (Earth-8910),10.0
Grey Havero,Jean Grey,10.0
Adam Warlock (Earth-8910),Jonathan Storm (Earth-8910),10.0
Dane Whitman (Earth-1193),George Tarleton (Earth-8910),10.0
Zheng Shang-Chi (Earth-8910),Thor Odinson (Earth-8910),10.0
Loki Laufeyson (Earth-8910),William (Earth-1193),10.0
Karnak Mander-Azur,Sebastian Shaw,10.0
Karnak Mander-Azur (Earth-8910),Bentley Wittman (Earth-8910),10.0
Psycho-Man (Earth-8910),Galan (Earth-8910),10.0
Donal O'Bradaigh,Padraic (Leprechaun),10.0
Crystalia Amaquelin,Barrage,10.0
Pietro Maximoff (Earth-8910),Queen Mother (Earth-1193),10.0
John Falsworth (Earth-8910),Katherine Pryde (Earth-1193),10.0
George H. W. Bush,Gaza,10.0
Karnak Mander-Azur (Earth-8910),Excalibur,10.0
Peter Parker (Earth-8910),Mar-Vell (Earth-8910),10.0
Rekxor,Skrull Slavers,10.0
Impossible Man (Earth-8910),Queen Consort (Earth-1193),10.0
Crotus,Warren Worthington III,10.0
Max Eisenhardt (Earth-8910),Thor Odinson (Earth-1193),10.0
Kurt Wagner,Henry Pym,10.0
Ulysses Klaw (Earth-8910),Bentley Wittman (Earth-8910),10.0
Henry McCoy (Earth-811),James Howlett,10.0
Queen Mother (Earth-1193),Owen Reece (Earth-8910),10.0
William (Earth-1193),John Falsworth (Earth-8910),10.0
Dane Whitman (Earth-1193),Quentin Beck (Earth-8910),10.0
James Howlett,Jonin (WWII),10.0
Russian Armed Forces,Waldo (Computer),10.0
Roberta (Earth-8910),Max Eisenhardt (Earth-8910),10.0
Damage Co-Ordination (Earth-8910),Advanced Idea Mechanics (Earth-8910),10.0
Bentley Wittman (Earth-8910),Matthew Murdock (Earth-8910),10.0
Crown King (Earth-1193),Mar-Vell (Earth-8910),10.0
Tammy Blake,Frank Bohannan,10.0
Norman Osborn (Earth-8910),Benjamin Grimm (Earth-8910),10.0
Brian Braddock,Klaus Voorhees (Earth-8910),10.0
Bentley Wittman (Earth-8910),Thor Odinson (Earth-8910),10.0
Lockheed,Fantastic Four (Earth-8910),10.0
Wipeout,Jennifer Walters,10.0
Klaus Voorhees (Earth-8910),Robert Drake (Earth-8910),10.0
Psycho-Man (Earth-8910),Loki Laufeyson (Earth-8910),10.0
Moira MacTaggert (Earth-TRN748),David Shulman,10.0
Morlocks,Governor Seward,10.0
Phineas Mason,Danielle Moonstar,10.0
Katherine Pryde (Earth-811),Owen Reece (Earth-8910),10.0
James Carter,Tuoks'enhaamin,10.0
Crown King (Earth-1193),Dane Whitman (Earth-1193),10.0
Callisto,New York City Fire Department,10.0
Adrian Toomes,Krista,10.0
Ogre (Earth-1193),Scott Summers (Earth-8910),10.0
Arnim Zola,Robert Farrell,10.0
Dive-Bomber,Carol Danvers,10.0
Queen Consort (Earth-1193),Reed Richards (Earth-8910),10.0
Chris Claremont (Earth-8910),James Howlett (Earth-8910),10.0
Adam Warlock (Earth-8910),George Tarleton (Earth-8910),10.0
Susan Storm (Earth-8910),Zheng Shang-Chi (Earth-8910),10.0
Roberta (Earth-8910),Rachel Summers (Earth-811),10.0
X-Men (Earth-8910),Crown King (Earth-1193),10.0
Damage Co-Ordination (Earth-8910),Anthony Stark (Earth-8910),10.0
Face (Inferno Baby),Prosh,10.0
Namor McKenzie (Earth-8910),Galan (Earth-8910),10.0
Ruth Wu,Elizabeth Braddock,10.0
Katherine Power (Earth-87050),Arbitrators (Earth-87050),10.0
Richard Jones (Earth-8910),Queen Mother (Earth-1193),10.0
Ronan (Earth-8910),Max Eisenhardt (Earth-8910),10.0
Brian Braddock,Crown King (Earth-1193),10.0
Lockheed,Alexander Summers (Earth-8910),10.0
Anthony Stark (Earth-8910),Bentley Wittman (Earth-8910),10.0
Max Eisenhardt (Earth-8910),Owen Reece (Earth-8910),10.0
Ulysses Klaw (Earth-8910),Peter Parker (Earth-8910),10.0
Right,Brightwind,10.0
Billy Mao,Max Eisenhardt,10.0
Klaus Voorhees (Earth-8910),Norrin Radd (Earth-8910),10.0
Christopher Summers,Colleen Wing,10.0
Karnak Mander-Azur (Earth-8910),Alistaire Stuart,10.0
Thor Odinson (Earth-8910),Alexander Summers (Earth-8910),10.0
Zz'ria (Earth-148),Nigel Frobisher,10.0
Dane Whitman (Earth-1193),Scott Summers (Earth-8910),10.0
Barbara McAllister,Nathan Summers,10.0
Haroun ibn Sallah al-Rashid,Nina Da Costa,10.0
Patricia Tilby,Foxbat,10.0
Excalibur,Matthew Murdock (Earth-8910),10.0
Pietro Maximoff (Earth-8910),Blastaar (Earth-8910),10.0
Richard Jones (Earth-8910),Advanced Idea Mechanics (Earth-8910),10.0
Karnak Mander-Azur (Earth-8910),Roberta (Earth-8910),10.0
Ogre (Earth-1193),Karnak Mander-Azur (Earth-8910),10.0
Henry Pym (Earth-8910),Ronan (Earth-8910),10.0
Sally Blevins,Blow-Hard,10.0
Bonebreaker,Warren Worthington III (Masque's Doppelganger),10.0
Illyana Rasputina,Police Scotland,10.0
Ronan (Earth-8910),Queen Mother (Earth-1193),10.0
Wanda Maximoff (Earth-8910),Janet Van Dyne (Earth-8910),10.0
Colin Lewis,Max Reigner,10.0
Jimaine Szardos,Cain Marko,10.0
Thomas Jones,Sally Blevins,10.0
Robert Drake (Earth-8910),Alexander Summers (Earth-8910),10.0
Steven Rogers (Earth-8720),Piotr Rasputin (Earth-8720),10.0
Pietro Maximoff (Earth-8910),Crown King (Earth-1193),10.0
Anthony Stark (Earth-8910),Taneleer Tivan (Earth-8910),10.0
