,character name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235
155,Elizabeth Braddock,6328,6328,6328,6328,3992,1964,604,4148,5668,5584,2164,2164,2164,2164,1404,844,844,844,844,0,1904,1304,1800,0,1324,1520,0,304,100,0,280,20,300,424,520,420,520,420,440,0,920,400,500,500,100,100,0,100,100,100,300,300,300,0,0,160,0,0,0,0,0,260,520,220,1040,100,224,24,600,4128,0,304,400,400,400,200,200,500,200,120,220,0,820,820,520,500,400,100,0,300,0,800,400,0,4808,140,104,600,1140,1040,1040,1140,440,940,2444,700,200,1000,0,100,0,0,220,0,148,0,124,2440,700,124,200,200,640,0,100,0,0,720,600,360,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,120,700,1220,620,620,1100,920,520,1620,6612,700,400,820,720,800,700,600,1360,700,600,400,400,220,400,700,500,300,920,900,420,600,500,900,20,120,120,2200,220,220,100,100,340,340,220,200,1100,700,600,0,0,1400,800,700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,220,20,20,0,0,0
156,Sharon Friedlander,800,800,800,800,420,0,240,0,500,700,100,100,100,100,0,460,460,460,460,0,600,0,300,0,0,900,0,100,200,0,20,0,0,100,0,0,0,0,0,0,1000,200,0,0,100,100,100,100,100,0,0,0,0,0,0,100,0,0,0,0,0,0,940,0,500,300,0,0,100,100,0,0,200,200,200,0,0,100,400,0,0,0,200,200,200,100,100,0,220,100,0,120,0,0,500,200,600,300,1140,840,840,920,1120,760,0,700,300,500,0,100,0,0,100,0,820,0,0,400,0,840,0,200,820,300,220,500,220,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,100,220,120,120,100,120,120,0,700,1700,1400,200,20,0,100,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,100,200,200,100,0,0,400,600,100,0,0,100,0,0,0,220,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Thomas Corsi,500,500,500,500,300,0,120,0,200,500,0,0,0,0,0,460,460,460,460,0,500,0,200,0,0,700,0,100,200,0,0,0,0,100,0,0,0,0,0,0,800,200,0,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,300,300,0,0,100,0,0,0,200,200,200,0,0,100,400,0,0,0,200,200,200,100,100,0,220,100,0,100,0,0,300,200,600,100,1020,820,820,900,1000,740,0,500,200,300,0,100,0,0,100,0,800,0,0,300,0,820,0,200,800,300,220,500,220,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,100,20,0,0,0,0,0,0,400,1400,1400,100,0,0,100,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,200,200,100,0,0,300,500,100,0,0,100,0,0,0,220,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Victor Creed,820,820,820,820,444,620,40,620,740,804,624,624,624,624,600,20,20,20,20,0,0,600,600,0,500,200,0,0,0,0,0,0,0,200,104,104,104,104,20,0,420,0,200,200,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,100,0,0,140,0,208,200,100,0,20,720,100,0,20,20,20,0,0,100,0,0,0,0,100,100,100,100,100,0,0,0,500,4,0,0,804,20,20,100,340,340,340,340,140,340,520,400,0,300,100,100,0,0,0,0,40,100,200,20,200,40,0,0,340,0,0,0,0,0,100,0,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,20,20,804,524,424,700,524,424,600,820,200,100,1508,420,0,0,0,124,20,20,20,20,0,300,100,0,0,0,0,0,0,100,0,200,400,400,20,0,0,0,0,0,0,0,0,0,0,0,300,0,0,200,200,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0
159,Nathaniel Essex,720,720,720,720,604,420,4,700,720,720,520,520,520,520,300,120,120,120,120,0,0,300,600,0,300,20,0,0,0,0,0,0,0,0,300,200,300,200,20,0,20,0,400,400,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,20,0,0,0,0,720,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,720,0,0,20,4,4,4,4,4,4,620,20,0,20,0,0,0,0,0,0,4,0,0,20,100,4,0,0,4,0,0,0,0,0,0,0,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,0,0,720,204,404,620,404,304,300,720,20,0,420,704,0,0,0,120,0,0,0,0,100,100,0,0,0,0,0,0,0,300,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Frank Bohannan,800,800,800,800,540,600,120,600,800,800,500,500,500,500,400,0,0,0,0,0,0,400,100,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,500,0,0,0,0,800,0,0,0,0,0,0,0,1300,0,0,0,0,1220,1220,800,1300,900,0,0,0,0,0,0,0,820,100,0,200,620,620,620,620,420,620,700,0,0,200,0,0,0,0,200,0,0,300,0,620,500,0,0,0,620,0,0,0,0,0,1400,700,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,200,0,100,100,0,0,200,0,500,800,0,0,0,0,1704,900,1200,100,0,0,0,0,220,200,200,0,0,0,0,0,0,0,0,0,600,600,0,300,200,0,0,0,0,0,0,0,100,0,0,220,0,820,820,0,0,0,0,200,0,300,720,720,220,220,120,220,120,120,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Louis Hamilton,600,600,600,600,440,400,20,400,600,700,300,300,300,300,200,0,0,0,0,0,100,200,200,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,400,0,0,0,100,600,0,0,100,100,100,0,0,700,0,0,0,0,700,700,700,700,700,0,0,0,0,0,0,0,620,100,0,100,100,100,100,100,100,100,500,0,0,200,0,0,0,0,100,0,0,200,0,520,300,0,0,0,100,0,0,0,0,0,700,600,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,200,0,300,700,100,100,0,0,900,1000,800,100,100,100,100,100,120,100,100,0,0,0,0,0,0,0,0,0,200,200,0,200,100,0,0,100,100,0,0,100,100,0,0,0,0,200,200,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Martin Fletcher,600,600,600,600,440,400,120,400,600,600,300,300,300,300,300,0,0,0,0,0,0,300,0,0,300,400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,500,0,0,0,0,600,0,0,0,0,0,0,0,1000,0,0,0,0,900,900,700,1000,700,0,0,0,0,0,0,0,620,100,0,200,400,400,400,400,200,400,500,0,0,200,0,0,0,0,100,0,0,200,0,520,400,0,0,0,400,0,0,0,0,0,1000,600,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,100,0,100,100,0,0,200,0,300,600,0,0,0,0,1200,800,1200,0,0,0,0,0,120,0,100,0,0,0,0,0,0,0,0,0,500,500,0,200,100,0,0,0,0,0,0,0,100,0,0,100,0,500,500,0,0,0,0,100,0,200,400,400,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Gateway,1400,1400,1400,1400,1360,260,20,1340,1200,1264,264,264,264,264,120,20,20,20,20,0,20,20,540,0,20,120,0,0,120,0,4,0,0,200,4,4,4,4,120,0,220,0,100,100,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,204,0,4,0,100,0,360,1364,0,200,260,260,260,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,328,0,0,1264,120,0,0,204,204,204,204,204,204,920,0,0,20,0,0,0,0,0,0,4,0,0,20,0,0,100,0,200,0,0,0,0,120,0,20,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,360,120,100,100,220,100,100,220,1360,0,0,124,120,100,100,0,1420,460,460,260,160,100,200,100,200,200,100,100,100,100,200,100,0,0,0,180,100,100,20,20,20,120,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Reavers,800,800,800,800,620,20,0,520,640,640,220,220,220,220,0,120,120,120,120,0,500,0,500,0,20,420,0,0,300,0,40,0,0,100,20,20,20,20,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,20,0,100,0,1000,520,0,100,900,900,900,100,100,100,0,0,0,0,300,200,200,100,100,0,0,0,0,260,0,0,380,0,0,0,40,40,40,20,20,40,120,300,100,300,0,200,0,0,200,0,20,0,0,500,0,0,100,0,0,0,0,0,0,120,200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,100,0,0,0,700,200,200,20,0,0,100,0,460,1200,1100,900,700,0,0,0,100,100,0,0,100,0,0,100,0,0,0,600,200,200,100,200,200,300,0,0,500,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Bonebreaker,700,700,700,700,600,0,0,500,540,620,120,120,120,120,0,100,100,100,100,0,400,0,500,0,0,400,0,0,300,0,20,0,0,100,20,20,20,20,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,20,0,100,0,900,520,0,100,900,900,900,100,100,100,0,0,0,0,300,200,200,100,100,0,0,0,0,240,0,0,360,0,0,0,40,40,40,20,20,40,100,200,100,300,0,200,0,0,200,0,20,0,0,400,0,0,100,0,0,0,0,0,0,120,200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,100,0,0,0,600,200,200,20,0,0,100,0,460,1100,1100,900,700,0,0,0,100,100,0,0,100,0,0,100,0,0,0,500,200,200,100,200,200,300,0,0,400,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Pretty Boy,500,500,500,500,400,0,0,300,420,420,120,120,120,120,0,100,100,100,100,0,400,0,400,0,0,400,0,0,300,0,20,0,0,0,20,20,20,20,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,20,0,0,0,700,320,0,0,800,800,800,0,0,100,0,0,0,0,300,200,200,100,100,0,0,0,0,140,0,0,240,0,0,0,40,40,40,20,20,40,100,200,100,300,0,200,0,0,200,0,20,0,0,400,0,0,0,0,0,0,0,0,0,100,200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,400,200,200,20,0,0,100,0,260,900,900,900,700,0,0,0,100,100,0,0,100,0,0,100,0,0,0,400,100,100,100,200,200,300,0,0,400,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Skullbuster,500,500,500,500,300,0,0,300,420,420,20,20,20,20,0,100,100,100,100,0,300,0,300,0,0,300,0,0,200,0,20,0,0,0,20,20,20,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,20,0,0,0,500,320,0,0,600,600,600,0,0,100,0,0,0,0,200,200,200,100,100,0,0,0,0,40,0,0,140,0,0,0,40,40,40,20,20,40,100,100,100,200,0,100,0,0,100,0,20,0,0,300,0,0,0,0,0,0,0,0,0,0,200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,400,200,200,20,0,0,100,0,160,700,700,700,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,100,100,100,200,200,200,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Right,228,228,228,228,228,1040,20,200,224,220,1140,1140,1140,1140,1040,224,224,224,224,0,120,940,100,0,940,0,0,0,0,0,0,0,0,100,100,0,100,0,0,0,240,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,20,0,100,100,0,220,140,0,0,0,0,0,100,320,0,0,0,0,320,320,120,320,220,0,0,0,500,0,0,0,228,220,20,20,340,340,340,340,340,340,220,0,0,0,504,0,0,0,0,0,124,700,100,124,0,20,0,0,340,0,0,0,0,0,320,220,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,100,0,100,0,100,100,100,100,1020,220,0,0,0,100,220,120,120,100,0,0,0,0,1412,400,920,0,0,0,0,0,0,200,0,604,1120,1120,0,400,400,0,0,0,0,0,0,100,0,0,100,0,0,600,700,0,0,0,0,0,0,700,700,700,0,0,0,0,0,0,0,0,0,0,0,0,100,504,504,520,0,0,0,0,0,0,0,0,0,0,0,0
169,Patricia Tilby,500,500,500,500,300,2500,0,400,400,520,2600,2600,2600,2600,2200,20,20,20,20,0,300,2100,200,0,2100,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,200,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,140,0,0,0,0,0,300,400,100,0,0,0,400,400,300,400,400,0,0,0,1000,100,100,0,400,20,0,0,100,100,100,100,0,100,680,500,0,0,400,100,0,0,100,0,0,900,0,300,0,0,0,0,100,0,0,0,0,200,400,200,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,0,0,300,200,220,100,200,100,2100,400,0,0,300,100,200,100,0,200,0,0,0,0,400,2600,1120,0,100,100,0,0,0,200,100,920,1400,1320,100,100,100,0,0,0,0,0,0,200,0,200,600,0,200,700,700,0,0,0,0,0,0,1000,1300,1200,0,0,0,0,0,0,0,0,0,0,0,0,200,600,500,500,0,0,0,0,0,400,0,0,0,0,0,0
170,Cameron Hodge,1120,1120,1040,1040,220,3440,120,1000,800,1000,3540,3540,3540,3540,3340,140,140,140,140,0,800,3140,0,200,3240,100,0,100,0,0,0,0,0,100,240,240,240,240,0,0,500,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,100,0,0,200,0,0,100,100,0,0,100,524,100,0,0,0,0,200,500,100,0,0,100,500,500,400,500,500,0,0,0,1100,100,0,100,120,20,100,0,1000,900,900,1000,200,900,304,720,20,20,720,400,0,0,200,0,200,1400,100,800,0,100,0,0,620,0,0,0,0,0,500,300,1064,1064,1064,1064,1064,1064,1064,1064,1144,1144,1144,1144,1144,1144,1144,1144,0,0,220,200,220,0,200,100,3240,700,0,0,100,0,200,100,100,100,0,0,0,0,920,1120,3804,0,200,700,700,20,600,220,500,1220,1500,1500,600,300,300,0,0,0,0,0,0,700,0,0,200,0,700,1900,1600,100,0,0,0,0,0,2100,1700,2000,0,0,0,0,0,0,0,0,0,0,0,0,600,720,720,700,0,0,0,0,0,200,0,0,0,0,0,0
171,Jennifer Ransome,400,400,400,400,900,100,20,500,500,500,300,300,300,300,100,0,0,0,0,0,400,100,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,600,0,0,100,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,500,0,0,0,0,0,0,0,0,0,400,100,0,400,0,200,0,0,200,0,0,0,0,400,0,0,0,0,0,0,0,0,0,100,0,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,0,0,0,0,0,200,500,0,0,0,0,0,0,0,200,100,100,100,0,0,0,0,900,500,500,400,800,300,100,500,20,200,200,0,0,0,0,0,0,0,0,0,400,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
172,Cormick Grimshaw,500,500,500,500,500,100,20,600,300,600,500,500,500,500,200,0,0,0,0,0,600,100,0,0,300,100,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,0,100,100,100,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,300,0,0,0,300,300,300,300,0,300,200,100,0,300,0,200,0,0,300,0,0,0,0,600,0,0,0,0,220,0,0,0,0,200,0,20,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,100,0,0,0,0,0,0,400,300,0,0,0,0,0,0,0,200,100,100,100,0,0,100,200,500,800,600,400,400,400,100,400,0,300,220,0,0,0,0,0,0,0,0,0,600,100,200,100,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
173,Magistrates,1104,1104,1104,1104,504,500,0,1204,900,1104,800,800,800,800,600,0,0,0,0,0,800,500,0,0,700,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,404,0,0,0,800,700,700,800,0,700,300,0,0,200,0,100,0,0,200,0,4,0,0,900,0,0,0,0,420,0,0,0,0,200,0,4,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,0,0,0,0,0,0,0,0,800,920,0,0,0,0,0,0,0,100,0,0,0,0,0,100,700,500,600,1304,1000,420,800,0,800,0,300,220,500,0,0,0,0,0,0,0,0,800,100,200,100,0,700,800,800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
174,David Moreau,1000,1000,1000,1000,400,500,20,1100,900,1000,600,600,600,600,600,0,0,0,0,0,600,500,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,400,0,0,0,700,600,600,700,0,600,300,0,0,100,0,100,0,0,100,0,0,0,0,700,0,0,0,0,320,0,0,0,0,100,0,20,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,0,0,0,0,0,0,0,0,600,900,0,0,0,0,0,0,0,100,0,0,0,0,0,0,700,400,400,1000,1100,420,800,100,800,0,100,100,500,0,0,0,0,0,0,0,0,600,100,100,0,0,600,700,700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
175,Phillip Moreau,320,320,320,320,800,100,20,420,420,420,300,300,300,300,100,0,0,0,0,0,400,100,0,0,200,220,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,500,0,0,100,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,400,0,0,0,20,0,0,20,0,0,300,100,0,400,0,200,0,0,200,0,0,0,0,400,0,0,0,0,20,0,0,0,0,100,0,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,0,0,0,0,0,200,420,0,0,0,0,0,0,0,100,100,100,100,0,0,0,20,800,400,420,420,804,300,100,520,20,200,200,20,0,0,0,0,0,0,0,0,400,100,200,200,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
176,Wipeout,800,800,800,800,300,500,20,800,600,700,700,700,700,700,600,0,0,0,0,0,600,500,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,200,0,0,0,600,600,600,600,0,600,200,0,0,100,0,0,0,0,200,0,0,0,0,700,0,0,0,0,220,0,0,0,0,0,0,20,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,0,0,0,0,0,0,0,0,700,600,0,0,0,0,0,0,0,100,0,0,0,0,0,0,600,300,400,800,800,300,900,100,500,0,200,200,400,0,0,0,0,0,0,0,0,600,0,0,100,0,600,600,600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
177,N'astirh,500,500,500,500,600,620,120,500,600,500,740,740,740,740,400,100,100,100,100,0,0,400,300,100,400,0,0,0,0,0,0,0,0,200,100,0,100,0,20,0,100,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,100,100,200,200,0,0,500,120,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,200,0,0,500,300,0,100,300,300,300,300,300,300,740,0,0,0,0,0,0,0,0,0,0,400,200,100,0,0,0,100,300,0,0,0,0,0,0,20,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,0,0,300,100,200,300,200,200,500,500,0,0,100,300,0,0,0,200,0,0,0,0,200,200,220,100,100,0,100,100,100,1300,100,120,200,200,0,100,100,100,100,0,0,100,100,0,0,0,0,0,0,300,300,0,0,0,0,0,300,400,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0
178,Tam Anderson,900,900,900,900,500,400,20,1000,900,900,600,600,600,600,400,0,0,0,0,0,600,400,0,0,400,200,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,0,0,100,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,400,0,0,0,600,500,500,600,0,500,300,100,0,200,0,200,0,0,100,0,0,0,0,700,0,0,0,0,300,0,0,0,0,200,0,20,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,0,100,0,0,0,0,0,0,500,900,0,0,0,0,0,0,0,100,100,100,100,0,0,100,500,500,400,800,800,520,500,100,1100,0,100,20,500,0,0,0,0,0,0,0,0,600,100,200,0,0,500,600,600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,En Sabah Nur,24,24,24,24,60,2580,0,20,20,44,2480,2480,2480,2480,2580,228,208,228,208,0,0,2480,0,100,2480,0,0,100,0,0,0,0,0,0,100,100,100,100,100,0,100,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20,240,0,0,0,0,0,320,100,0,0,0,0,100,100,100,100,100,0,0,0,1700,0,0,100,20,0,0,0,0,0,0,0,0,0,364,500,0,0,904,300,0,0,0,0,0,1200,0,20,0,0,0,20,0,0,0,0,0,0,100,0,544,544,544,544,464,464,464,464,544,544,544,544,464,464,464,464,0,0,200,200,200,0,200,100,2280,20,0,0,200,0,0,0,0,0,0,0,0,0,604,920,1220,20,0,0,0,20,0,120,0,2516,2040,2040,0,100,100,0,0,0,0,0,0,0,0,0,520,0,0,820,700,0,0,0,0,0,0,1200,1220,1220,0,0,0,0,0,0,0,0,0,0,0,0,200,1104,1104,1020,200,200,200,200,200,220,0,0,0,0,0,0
180,Prosh,340,340,340,340,340,4420,120,300,120,340,4520,4520,4520,4520,4220,280,260,280,260,0,420,4320,100,200,4320,200,0,100,0,0,0,0,100,200,200,200,200,200,120,0,200,0,300,300,0,0,0,0,0,0,0,0,0,0,100,120,0,0,0,100,100,100,400,0,100,100,300,100,0,120,240,0,0,0,0,0,500,700,100,0,100,100,600,600,300,700,400,0,0,300,1500,0,0,100,120,100,20,0,1100,1500,1500,1100,700,1400,740,220,0,100,820,100,0,0,200,0,40,1500,200,400,0,20,0,0,1020,0,300,0,0,120,700,300,2600,2600,2600,2600,2520,2520,2520,2520,2600,2600,2600,2600,2520,2520,2520,2520,600,0,100,0,0,100,0,0,4600,120,0,0,400,100,600,200,500,0,0,0,0,0,1120,1400,1500,200,300,300,100,200,200,200,100,2040,5600,5520,0,500,400,0,0,0,0,100,0,400,100,100,1200,100,200,2500,2500,0,0,0,0,200,100,1400,2100,2100,0,0,0,100,0,0,300,300,200,200,300,400,100,1020,1020,1100,600,600,600,600,600,900,100,0,0,0,300,300
181,Prosh,260,260,260,260,340,4420,120,220,120,260,4440,4440,4440,4440,4220,280,260,280,260,0,340,4320,100,200,4320,200,0,100,0,0,0,0,100,200,200,200,200,200,120,0,200,0,300,300,0,0,0,0,0,0,0,0,0,0,100,120,0,0,0,100,100,100,400,0,100,100,300,100,0,120,240,0,0,0,0,0,500,700,20,0,100,100,600,600,300,700,400,0,0,300,1500,0,0,100,120,100,20,0,1020,1420,1420,1020,700,1320,740,220,0,100,820,100,0,0,200,0,40,1500,200,320,0,20,0,0,940,0,300,0,0,40,700,300,2520,2520,2520,2520,2440,2440,2440,2440,2520,2520,2520,2520,2440,2440,2440,2440,600,0,100,0,0,100,0,0,4520,120,0,0,400,100,600,200,500,0,0,0,0,0,1120,1320,1500,200,220,220,100,200,200,200,20,2040,5520,5504,0,500,400,0,0,0,0,100,0,320,100,20,1200,100,120,2420,2420,0,0,0,0,200,100,1400,2100,2100,0,0,0,100,0,0,300,300,200,200,300,400,100,1020,1020,1100,600,600,600,600,600,900,100,0,0,0,300,300
